siren,nom_pappers,classification_finale,source_classification,objet_social,code_naf,libelle_naf,forme_juridique,adresse_ligne_1,code_postal,ville,latitude,longitude,enseigne,nom_commercial,date_creation,entreprise_cessee,date_cessation,nb_etablissements_actifs,nb_etablissements_total,procedure_collective_en_cours,derniere_procedure_type,siret_siege,has_panel_data,flag_multi_etabs
434468492,EUROSOFT,LS_INITIAL,A1_pure_or_probable,"LAVERIE AUTOMATIQUE, PRESSING, VENTE DE MATERIEL, MOBILIERS ET AGENCEMENT PERMETTANT L'INSTALLATION DE LAVERIE",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",9 B RUE LAKANAL,75015,PARIS,48.844354999801844,2.294441000002921,,,2001-01-30,False,,9,14,False,,43446849200021,1,1
542017843,LAVERIE AUTOMATIQUE DE SAINT-OUEN,LS_INITIAL,A1_pure_or_probable,"Création, acquisition, exploitation, vente, prise et mise en gérance de tout commerce de teinture automatique.",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",39 RUE DES ABBESSES,75018,PARIS,48.88510999980185,2.3366660000027495,,ABBESS PRESSING,1954-01-01,False,,1,2,False,,54201784300021,1,0
440930345,LAVERIE LAUMIERE,LS_INITIAL,A1_pure_or_probable,LAVERIE AUTOMATIQUE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",6 RUE PIERRE GIRARD,75019,PARIS,48.88580599980183,2.3798730000025694,,,2002-01-16,False,,1,1,False,,44093034500010,1,0
882417769,ENEO LAVERIE,LS_INITIAL,A1_pure_or_probable,Exploitation d'une laverie,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",19 RUE EUGENIE EBOUE,92600,ASNIERES-SUR-SEINE,48.91833898132262,2.3172300604147518,,,2020-03-06,False,,1,3,False,,88241776900032,1,0
977849231,LSLA,LS_INITIAL,A1_pure_or_probable,"Les services de laverie automatiques en libre-service.  Le tout directement ou indirectement pour son compte ou pour le compte de tiers, soit seule, soit avec des tiers, par voie de création de sociétés nouvelles, d'apport, de commandite, de souscription, d'achat de titres ou de droits sociaux, de fusion, d'alliance, d'association en participation ou de prise ou de dation en location ou en gérance de tous biens, droits ou autrement.  Et plus, généralement, toutes opérations commerciales, financières, industrielles, mobilières ou immobilières, pouvant se rattacher directement ou indirectement à l'objet social ou à tout objet similaire ou connexe.",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",17 RUE MICHEL CHASLES,75012,PARIS,48.84766599980183,2.3736960000025933,,,2023-07-18,False,,2,2,False,,97784923100013,1,1
539015735,SDJ,LS_INITIAL,A1_pure_or_probable,"Exploitation de laverie, pressing, teinturerie, vente, installation de tous matériels concernant le secteur du traitement des textiles mais aussi le nettoyage et autres traitements de surfaces.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",87 RUE DE MENILMONTANT,75020,PARIS,48.868944999801826,2.3904580000025253,,,2011-07-29,False,,5,5,False,,53901573500019,1,1
752827618,TIDOU,LS_INITIAL,A1_pure_or_probable,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",8 RUE DU COMMANDANT SCHLOESING,75016,PARIS,48.86182699980185,2.284151000002964,,,2012-07-12,False,,14,14,False,,75282761800014,1,1
749905097,LAV'NADHIF,LS_INITIAL,A1_pure_or_probable,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",73 RUE DE LA REPUBLIQUE,92800,PUTEAUX,48.88603399980184,2.2434210000031354,,,2012-02-28,False,,1,1,False,,74990509700012,1,0
381308055,VARME,LS_INITIAL,A1_pure_or_probable,NETTOYAGE A SEC ET BLANCHISSERIE AUTOMATIQUE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",7 RUE JEAN VARENNE,75018,PARIS,48.898665999801814,2.335933000002753,,,1991-02-21,False,,4,5,False,,38130805500023,1,1
481141711,LAMARI LAUNDROMAT,LS_INITIAL,A1_pure_or_probable,GESTION D'UNE LAVERIE LIBRE-SERVICE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",27 RUE MONTORGUEIL,75001,PARIS,48.864247999801826,2.3465320000027057,,,2005-02-01,False,,3,3,False,,48114171100012,1,1
483512414,LAV'TOUT BLANC,LS_INITIAL,A1_pure_or_probable,Exploitation de la laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",110 BOULEVARD DU MARECHAL JOFFRE,92340,BOURG-LA-REINE,48.77740599980186,2.313417000002839,,,2005-08-01,False,,1,2,False,,48351241400028,1,0
911470193,2A3M LAVERIE,LS_INITIAL,A1_pure_or_probable,"Laverie automatique en self service, prestation de service blanchisserie, l'achat revente, maintenance, et mise en service de matériel neuf ou d'occasion.",96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",18 RUE BESSIERES,75017,PARIS,48.895119999801835,2.316321000002834,,,2022-03-02,False,,2,2,False,,91147019300010,1,1
419088521,JULICE LAVERIE,LS_INITIAL,A1_pure_or_probable,L'EXPLOITATION DE LAVERIES AUTOMATIQUES,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",30 RUE RAYMOND LOSSERAND,75014,PARIS,48.83541499980184,2.320745000002812,,,1998-06-10,False,,3,5,False,,41908852100010,1,1
821614450,LAVERIE SAINT PETERSBOURG,LS_INITIAL,A1_pure_or_probable,LAVERIE AUTOMATIQUE LIBRE SERVICE PRESSING,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",27 RUE DE SAINT-PETERSBOURG,75008,PARIS,48.881898999801834,2.3255940000027944,,,2016-04-01,False,,1,1,False,,82161445000012,1,0
448762740,STAR NET,LS_INITIAL,A1_pure_or_probable,LAVERIE AUTOMATIQUE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2 RUE GEORGES MELIES,78390,BOIS-D'ARCY,48.80098404360371,2.0098060273621856,STAR,STAR,2003-05-20,False,,4,6,False,,44876274000067,1,1
491988358,LAVERIE ARDJOUNE,LS_INITIAL,A1_pure_or_probable,"Laverie automatique, installation, rénovation, achat et revente de matériel",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",10 RUE PAUL BERT,75011,PARIS,48.85168299980182,2.3847200000025475,,,2006-09-01,False,,6,6,False,,49198835800017,1,1
752062711,LAVOIR MODERNE PARIS,LS_INITIAL,A1_pure_or_probable,Blanchisserie-Teinturerie.,96.01B,Blanchisserie-teinturerie de détail,"EURL, entreprise unipersonnelle à responsabilité limitée",13 RUE D'EPLUCHES,95310,SAINT-OUEN-L'AUMONE,49.05563299980183,2.120448000003656,,,2012-06-11,False,,3,4,True,Liquidation judiciaire,75206271100037,1,1
331928713,SSM SOC SERVICES DU MONT,LS_INITIAL,A1_pure_or_probable,LAVERIE AUTOMATIQUE ET TOUTE PRESTATION DE SERVICE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1 RUE THOUIN,75005,PARIS,48.84504899980184,2.349588000002693,,LE BATEAU LAVOIR,1985-03-01,False,,1,2,False,,33192871300022,1,0
523987410,CITE LAVERIE,LS_INITIAL,A1_pure_or_probable,Laverie libre service,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",4 RUE DES CITES,93300,AUBERVILLIERS,48.90212099980181,2.385732000002545,LAVERIE LIBRE SERVICE,CITE LAVERIE,2010-08-01,False,,2,2,False,,52398741000017,1,1
441498581,J & H SERVICES,LS_INITIAL,A1_pure_or_probable,"ACHAT, VENTE ET EXPLOITATION DE FONDS DE COMMERCE DE LAVERIE AUTOMATIQUE, OU AUTRES ACTIVITES COMMERCIALES, OPERATIONS D'ETUDE, DE CONSEIL EN GESTION, D'ENTREMISE, DE SOUS TRAITANCE, DE LOCATION GERANCE, DE PRESTATIONS DE SERVICES DIVERSES",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",19 RUE DE CONSTANTINOPLE,75008,PARIS,48.88001999980183,2.320015000002817,,,2002-04-02,False,,1,3,False,,44149858100020,1,0
849641691,A LAVE VERSAILLAISE,LS_INITIAL,A1_pure_or_probable,Laverie automatique.,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",36 RUE DU VIEUX VERSAILLES,78000,VERSAILLES,48.80033399980186,2.124509000003622,,,2019-03-19,False,,2,2,False,,84964169100019,1,1
790924336,LOVE WASH,LS_INITIAL,A1_pure_or_probable,"La création et/ou l'exploitation d'une laverie automatique, pressing, teinture, la vente de produits d'entretien des textiles et toutes prestations de services liées, et notamment l'hygiène et l'entretien des textiles.",96.01B,Blanchisserie-teinturerie de détail,"EURL, entreprise unipersonnelle à responsabilité limitée",38 RUE JACQUES LOUVEL-TESSIER,75010,PARIS,48.87160899980183,2.371635000002603,,,2012-07-25,False,,3,3,False,,79092433600015,1,1
732067897,NORD DE PARIS SERVICES,LS_INITIAL,A1_pure_or_probable,Lavage et nettoyage à sec par machines automatiques en libre service,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",6 RUE LOUISE MICHEL,92300,LEVALLOIS-PERRET,48.88710499980183,2.2843450000029657,VIKING,,1973-01-01,False,,2,3,False,,73206789700023,1,1
801869488,DAMARO SELF SERVICES,LS_INITIAL,A1_pure_or_probable,Laverie automatique en libre service.,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2 RUE GERVEX,75017,PARIS,48.888330999801845,2.298432000002907,,,2014-04-20,False,,1,3,False,,80186948800024,1,0
444147953,SELAC,LS_INITIAL,A1_pure_or_probable,exploitation de laveries automatiques distribution vente import export de produits regionnaux. Nationaux et internationaux.,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",5 ALLEE DES LONGRAIES,77600,BUSSY-SAINT-GEORGES,48.844189999801834,2.7150180000011805,,,2002-12-02,False,,2,12,False,,44414795300012,1,1
827514993,PARIS LAVAGE ENTREPRISE,LS_INITIAL,A1_pure_or_probable,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",35 RUE DES CAILLOUX,92110,CLICHY,48.897008999801834,2.3071670000028712,,,2017-01-21,False,,1,3,False,,82751499300035,1,0
532562717,FAST-LAV,LS_INITIAL,A1_pure_or_probable,Laverie automatique libre service,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",32 AVENUE JEAN JAURES,94250,GENTILLY,48.81275099980184,2.3515540000026838,,,2011-05-25,False,,3,3,False,,53256271700019,1,1
833739006,LAVERIE ALLES,LS_INITIAL,A1_pure_or_probable,Exploitation de fonds de commerce de laverie automatique.,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",20 RUE DE L'INSPECTEUR ALLES,75019,PARIS,48.87958699980182,2.3983610000024935,,,2017-11-27,False,,1,1,False,,83373900600017,1,0
415190214,SOKLEEN,LS_INITIAL,A1_pure_or_probable,"LAVERIE-LIBRE SERVICE, DEPOT PRESSING, RETOUCHE, AINSI QUE TOUTES ACTIVITES S'Y RATTACHANT",96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",47 RUE DE TOURTILLE,75020,PARIS,48.87244299980184,2.380108000002568,,SOKLEEN,1998-02-02,False,,1,1,False,,41519021400015,1,0
845236868,LAVERIES SPEED WASH,LS_INITIAL,A1_pure_or_probable,Gestion exploitation de laveries automatiques libres service,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",60 AVENUE DE LA REPUBLIQUE,92400,COURBEVOIE,48.90145899980185,2.251284000003103,,,2018-12-05,False,,1,1,False,,84523686800012,1,0
851029066,CHELLES LAVERIE,LS_INITIAL,A1_pure_or_probable,Laverie pressing,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",9 RUE AUGUSTE MEUNIER,77500,CHELLES,48.872601999801816,2.5897870000017003,,,2019-05-21,False,,1,3,False,,85102906600020,1,0
538762246,AHAVA ELLA,LS_INITIAL,A1_pure_or_probable,Laverie automatique.,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",70 RUE LEON FROT,75011,PARIS,48.856988999801835,2.385347000002545,,ESPACE LAVERIE WASH'N DRY,2012-01-02,False,,2,2,False,,53876224600014,1,1
513488700,LAVERIE DU CENTRE,LS_INITIAL,A1_pure_or_probable,Laverie libre service et tout produit ou prestation non réglemente,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",225 BOULEVARD GALLIENI,92390,VILLENEUVE-LA-GARENNE,48.93502599980182,2.332642000002767,,,2009-07-15,False,,0,1,False,,51348870000016,1,0
384589628,ORGANIS,LS_INITIAL,A1_pure_or_probable,LAVERIE BLANCHISSERIE PRESSSING NETTOYAGE A SEC EN LIBRE SERVICE,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",89 RUE DE TOLBIAC,75013,PARIS,48.82699299980185,2.3670370000026186,,,1992-02-19,False,,1,2,False,,38458962800013,1,0
483340212,SARL LAVNET,LS_INITIAL,A1_pure_or_probable,"EXPLOITATION, GESTION, COMMERCIALISATION ET MAINTENANCE DE LAVERIES LIBRE SERVICE ET TOUT CE QUI S'Y ATTACHE DIRECTEMENT OU INDIRECTEMENT",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",21 RUE DU MAROC,75019,PARIS,48.886693999801835,2.3686430000026166,,LAVERIE CONTINENTALE,2005-07-15,False,,6,7,False,,48334021200016,1,1
524200425,LM LAVAGE,LS_INITIAL,A1_pure_or_probable,Laverie automatique.,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",6 RUE CHAUDRON,75010,PARIS,48.88283599980182,2.3664930000026256,,,2010-08-01,False,,1,2,False,,52420042500022,1,0
329402390,LAVERIE DE LA BASTILLE,LS_INITIAL,A1_pure_or_probable,EXPLOITATION DE TOUTES LAVERIES LIBRE-SERVICE ET LA VENTE DE TOUS PRODUITS ACCESSOIRES.,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",4 RUE DE LAPPE,75011,PARIS,48.85420499980184,2.3715840000026023,,,1984-01-01,False,,2,2,False,,32940239000010,1,1
478663180,AU FIL DE L'EAU,MIXTE,A4_reclass,PRESSING LAVERIE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",75 RUE DE BELLEVUE,92100,BOULOGNE-BILLANCOURT,48.83520199980187,2.2308660000031835,,,2004-08-24,False,,0,2,False,Liquidation judiciaire,47866318000014,0,0
510257207,OUSMER SARL,LS_PURE_NEW,A4_reclass,Laverie libre service automatique.,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",19 RUE CLAVEL,75019,PARIS,48.87523499980184,2.3840590000025523,SARL OUSMER,OUSMER SARL,2009-02-01,False,,1,1,False,,51025720700017,0,0
752899385,LE MAROIS PEPINIERE,MIXTE,A4_reclass,"Pressing automatique, laverie.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",26 RUE DE LA PEPINIERE,75008,PARIS,48.87508899980182,2.3210030000028126,LE MAROIS PEPINIERE,,2012-07-12,False,,1,1,False,,75289938500013,0,0
421348426,NINIVE,MIXTE,A4_reclass,PRESSING BLANCHISSERIE LAVERIE REPASSERIE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",153 RUE RAYMOND LOSSERAND,75014,PARIS,48.830947999801836,2.312549000002846,HARMONY PRESSING DISCOUNT,NINIVE,1999-02-01,False,,1,1,True,Liquidation judiciaire,42134842600014,0,0
404574048,NEW'CLEAN,MIXTE,A4_reclass,Pressing nettoyage à sec blanchisserie laverie auto - couture,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",29 BOULEVARD DE STALINGRAD,92240,MALAKOFF,48.814038999801845,2.2865170000029513,,NEW'CLEAN,1995-09-21,False,,1,1,False,,40457404800017,0,0
952194058,RD5 SASU R.D.5,MIXTE,A4_reclass,PRESSING - BLANCHISSERIE - TEINTURERIE - LAVERIE,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",92 T AVENUE DE VERDUN,94200,IVRY-SUR-SEINE,48.80703799980185,2.3747800000025867,PRESSING R.D.5,,2023-05-04,False,,2,3,False,,95219405800014,0,1
492523659,LA MARGUERITE D'ALFORTVILLE,LS_PURE_NEW,A4_reclass,"Laverie libre service, repassage, retouche.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",16 RUE CHARLES DE GAULLE,94140,ALFORTVILLE,48.81445299980185,2.413664000002426,,,2006-10-21,False,,2,2,False,,49252365900018,0,1
853652535,ZBH EURL,MIXTE,A4_reclass,Pressing- laverie- Multiservices- vente- retouches,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",111 BOULEVARD SERURIER,75019,PARIS,48.880624999801825,2.3975160000024967,ZBH,SAB'S WASH & LAUNDRY,2019-09-01,False,,1,1,False,,85365253500016,0,0
752490458,TIMILT,MIXTE,A4_reclass,"Laverie,  blanchisserie,  pressing , nettoyage de vêtement , retouche , vente de Boutonnerie, Et accessoire de vêtements , confection.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",8 AVENUE CHANDON,92230,GENNEVILLIERS,48.92408799980183,2.295274000002923,,,2012-06-15,False,,1,1,False,,75249045800011,0,0
828374280,SPRING XIA,LS_PURE_NEW,A4_reclass,"Laverie libre-service, retouches, repassage, service à la personne",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2 RUE GEORGE EASTMAN,75013,PARIS,48.82937099980183,2.3597850000026495,LAVERIE LIBRE SERVICE,,2017-03-14,False,,1,1,False,,82837428000018,0,0
790247365,CENNET,MIXTE,A4_reclass,"Pressing, nettoyage à sec, laverie, blanchisserie, teinturerie, routche, achats, ventes, import export de produits non réglementés.",96.01B,Blanchisserie-teinturerie de détail,"EURL, entreprise unipersonnelle à responsabilité limitée",7 PROMENADE SAINT-LEUFROY,92150,SURESNES,48.86860399980185,2.225381000003208,,,2013-01-02,False,,1,1,False,,79024736500014,0,0
901718148,LAVOMATTIC,LS_PURE_NEW,A4_reclass,laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",12 RUE DE LA STATION,92360,MEUDON,48.78654399980186,2.227082000003197,,,2021-06-11,False,,1,1,False,,90171814800017,0,0
881351779,AC AQUA CLEAN,MIXTE,A4_reclass,"Teinturerie, pressing, blanchisserie, laverie, retouche, ventes savons écologiques et matériels de pressing, reprographie.",96.01B,Blanchisserie-teinturerie de détail,"EURL, entreprise unipersonnelle à responsabilité limitée",72 RUE CLAUDE BERNARD,75005,PARIS,48.84046599980184,2.3458670000027086,WET CLEAN,EURL AQUA CLEAN,2020-02-01,False,,0,3,False,,88135177900015,0,0
809129620,W&P,MIXTE,A4_reclass,Teinturerie nettoyage et apprêts de tous vêtements stoppage remaillage repassage pressing et faux-cols laverie (y compris Lavomatique en libre service) retouche,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",8 RUE MAUBLANC,75015,PARIS,48.840030999801854,2.2997230000028996,LA TEINTURERIE MAUBLANC,LA TEINTURERIE MAUBLANC,2015-01-07,False,,1,1,False,,80912962000013,0,0
532222262,DDH,MIXTE,A4_reclass,"Pressing, laverie, import-export de tous produits non règlementés, vente à distance tous produits non règlementés par internet.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",31 RUE GUERSANT,75017,PARIS,48.881571999801835,2.289034000002946,TIP PRESSING,DDH,2011-05-10,False,,1,2,False,,53222226200026,0,0
824268841,THOLEA,MIXTE,A4_reclass,"Laverie, dépôt de blanchisserie et de pressing.",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",36 RUE ERNEST RENAN,92130,ISSY-LES-MOULINEAUX,48.82811399980186,2.281078000002976,ISSY PRESSING,ISYY PRESSING,2016-12-12,False,,1,1,False,,82426884100015,0,0
404167439,MONISOK,LS_PURE_NEW,A4_reclass,"LAVERIE AUTOMATIQUE, LIBRE SERVICE",96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",2 RUE DU SOLEIL,75020,PARIS,48.875139999801824,2.39401000000251,,,1996-01-02,False,,1,2,False,,40416743900029,0,0
539575258,BLANCHINET,LS_PURE_NEW,A4_reclass,Laverie automatique repassage et dépot de teinturerie.,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",16 RUE JEAN NICOT,93500,PANTIN,48.891465999801845,2.416151000002419,,,2012-01-01,False,,1,2,False,,53957525800014,0,0
751154196,N.V.P,MIXTE,A4_reclass,"Pressing, nettoyage de vêtements, laverie, retoucherie.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",13 RUE DE PICPUS,75012,PARIS,48.846854999801835,2.394055000002508,,,2012-04-03,False,,1,1,False,,75115419600016,0,0
450222450,AJBM ALAZARD,MIXTE,A4_reclass,"Laverie, pressing automatique",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",40 RUE NOTRE-DAME DE LORETTE,75009,PARIS,48.87922999980184,2.3366830000027474,PRESSING NETOMATIQUE,,2003-09-01,False,,1,4,False,,45022245000048,0,0
403674666,K 2 M,LS_PURE_NEW,A4_reclass,LAVERIE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",116 RUE ORFILA,75020,PARIS,48.86814499980182,2.4007210000024832,,,1996-02-01,False,,1,1,False,,40367466600017,0,0
793855388,BLACK WHITE,MIXTE,A4_reclass,"Teinturerie, pressing, laverie.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",72 RUE DE DUNKERQUE,75009,PARIS,48.88227199980183,2.346088000002709,BLACK WHITE,BLACK WHITE,2013-06-17,False,,1,1,False,,79385538800013,0,0
329416234,MULTISER LAFENESTRE,MIXTE,A4_reclass,"LAVERIE, LIBRE SERVICE, PRESSING",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",3 RUE DU DOCTEUR GOUJON,75012,PARIS,48.83989199980183,2.397709000002494,LAV' CLUB,,1984-03-19,False,,1,2,False,,32941623400022,0,0
819289539,AC CLEAN,MIXTE,A4_reclass,"Pressing, nettoyage de tous textiles et sous toutes ses formes, laverie rapide, repassage, retouches des vêtements.",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",90 B RUE DE MONTREUIL,75011,PARIS,48.85066399980184,2.394978000002506,O'PRESSING,,2016-03-15,False,,1,1,False,,81928953900010,0,0
439946039,SARL AVYAS,LS_PURE_NEW,A4_reclass,"Dépôt de laverie, teinturerie, achat-vente de lingerie drap rideau chaussures et bazar en ambulant",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",69 RUE JEAN LONGUET,92290,CHATENAY-MALABRY,48.76712999980186,2.280168000002976,LAV'PRESS,LAV'PRESS,2001-11-15,False,,2,2,False,,43994603900013,0,1
830797189,CLEAN CORNER,MIXTE,A4_reclass,"Teinturerie, blanchisserie, laverie, retoucherie, vente.",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",16 RUE MANDAR,75002,PARIS,48.86580499980185,2.3450580000027124,,,2017-07-05,False,,1,1,False,,83079718900016,0,0
321776585,DICKY,LS_PURE_NEW,A4_reclass,"Laverie libre service, commissionnaire de prêt à porter, achat, vente de prêt à porter. La réalisation de toutes opérations industrielles, commerciales et financières mobilières ou immobilières pouvant se rattacher directement ou indirectement à l'objet social.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",12 RUE POISSONNIERE,75002,PARIS,48.86900899980183,2.3478320000027004,PARADISE,,1981-05-12,False,,1,2,False,,32177658500051,0,0
887716553,ABDEYOU,LS_PURE_NEW,A4_reclass,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",5 RUE FREDERIC LOLIEE,75020,PARIS,48.849544999801836,2.406090000002459,,,2020-06-04,False,,1,1,False,,88771655300011,0,0
438659070,CHRONO CLEAN,MIXTE,A4_reclass,LAVERIE BLANCHISSERIE PRESSING,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",11 RUE DU BOUQUET DE LONGCHAMP,75016,PARIS,48.86568599980185,2.290541000002939,,,2001-07-24,False,,2,10,False,,43865907000017,0,1
495381550,BARBES-SEC,MIXTE,A4_reclass,"Blanchisserie, laverie, pressing en libre service.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",53 RUE DE LA GOUTTE D'OR,75018,PARIS,48.88500499980182,2.3513200000026875,,,2007-05-05,False,,1,1,False,,49538155000013,0,0
300985397,SOLAPRES,MIXTE,A4_reclass,"TOUTE ACTIVITE DE LAVERIE, PRESSING, NETTOYAGE, TEINTURIE",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2 RUE GIRODET,75016,PARIS,48.84831999980183,2.264112000003046,,,1964-01-01,False,,1,2,False,,30098539700011,0,0
513270108,HARMONY,MIXTE,A4_reclass,"Teinturerie, pressing, blanchisserie, laverie",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",47 RUE DE VOUILLE,75015,PARIS,48.83395399980184,2.308464000002863,HARMONY,HARMONY,2009-05-15,False,,1,1,False,,51327010800014,0,0
483659298,SARL MAYA,MIXTE,A4_reclass,"PRESSING, TEINTURERIE, LAVERIE AUTOMATIQUE ET RETOUCHERIE",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",113 RUE DU CHEMIN VERT,75011,PARIS,48.861498999801825,2.382140000002558,,,2005-09-01,False,,0,1,False,,48365929800010,0,0
794718569,EPICES ET A,LS_PURE_NEW,A4_reclass,Laverie automatique et location de casiers à ski.,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",RES LES ARANDELIERES,73700,BOURG-SAINT-MAURICE,0,0,,,2013-09-08,False,,3,4,False,,79471856900021,0,1
397786047,LAGOA,MIXTE,A4_reclass,LAVERIE PRESSING TEINTURERIE LIBRE SERVICE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",25 RUE GRAMME,75015,PARIS,48.84475899980184,2.2967980000029113,,LAGOA,1994-06-27,False,,2,2,False,,39778604700019,0,1
389219916,LA PAIX DISTRIBUTION,MIXTE,A4_reclass,"EXPLOITATION, VENTE, ACHAT, LOCATION-GERANCE DE TOUTES ACTIVITESLIEES A LA DISTRIBUTION DE TOUS PRODUITS ALIMENTAIRES OU NON, ACTIVITE DE LAVERIE-PRESSING",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",261 RUE DES PYRENEES,75020,PARIS,48.86693499980184,2.396721000002498,,,1992-10-26,False,,1,3,False,,38921991600035,0,0
444227771,SARL SARAY,MIXTE,A4_reclass,"Blanchisserie, laverie, nettoyage a sec, pressing teinturerie, retouche de tous vêtements et textiles tissus",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",51 RUE OBERKAMPF,75011,PARIS,48.864640999801836,2.372135000002601,WECLEAN,CLEAN CITY,2002-12-02,False,,0,1,False,,44422777100011,0,0
444699284,S.A.R.L. AURELIE,LS_PURE_NEW,A4_reclass,Laverie automatique dépot de linges.,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1 AVENUE DU GENERAL GALLIENI,92000,NANTERRE,48.89621499980182,2.1968740000033296,,S.A.R.L. AURELIE,2003-01-31,False,,0,1,False,,44469928400014,0,0
