siren,nom_entreprise,chiffre_affaires,resultat,annee_finances,entreprise_cessee,classification,matched_google_lavoir,classification_v2
524461662,O2 NET CONCEPT,118846,-19752.0,2021,0,PRESSING,False,PRESSING
790924336,LOVE WASH,22535,-1944.0,2017,0,LS_PURE,False,LS_PURE
919358606,BD PRESSING,122121,23915.0,2024,0,PRESSING,False,PRESSING
482142536,SAGIKA.NET,47898,-1124.0,2023,0,AMBIGU,False,AMBIGU
799791587,RETOUCHE DE VAUGIRARD,31039,1205.0,2021,0,AMBIGU,False,AMBIGU
732067897,NORD DE PARIS SERVICES,186680,16315.0,2024,0,AMBIGU,True,LS_PROBABLE
530682574,LAVERIK 2,12429,-39246.0,2017,0,AMBIGU,False,AMBIGU
801869488,DAMARO SELF SERVICES,30910,-16029.0,2024,0,LS_PURE,False,LS_PURE
437625924,EURL SOK,16846,-2528.0,2019,0,AMBIGU,False,AMBIGU
437879893,NASSAR SARL,43510,-12.0,2019,0,AMBIGU,False,AMBIGU
811903384,HANGOVER,214473,19935.0,2017,0,AMBIGU,False,AMBIGU
790907182,COUCOU PRESSING,256190,7868.0,2024,0,PRESSING,False,PRESSING
390979326,SOAPOPERA,145750,22154.0,2021,0,AMBIGU,False,AMBIGU
821345337,ARM - NET,113313,24482.0,2020,0,AMBIGU,False,AMBIGU
807757273,LES EIDERS PRESSING,45037,8382.0,2024,0,PRESSING,False,PRESSING
452474497,EROL,123310,5538.0,2024,0,AMBIGU,False,AMBIGU
408095925,SARL CLINE'NET PRESSING,150943,594.0,2023,0,PRESSING,False,PRESSING
513940684,PRESSING DE LA FAISANDERIE,137373,13093.0,2021,0,PRESSING,False,PRESSING
444147953,SELAC,392794,23949.0,2020,0,AMBIGU,True,LS_PROBABLE
490269305,LAVECO,64283,64142.0,2019,0,AMBIGU,False,AMBIGU
827514993,PARIS LAVAGE ENTREPRISE,41270,20706.0,2021,0,LS_PURE,False,LS_PURE
532562717,FAST-LAV,124185,6365.0,2023,0,AMBIGU,True,LS_PROBABLE
303354591,GEKIK PRESSING,157627,-9317.0,2016,0,PRESSING,False,PRESSING
522985217,SUN PRESSING LI,232714,8371.0,2024,0,PRESSING,False,PRESSING
512340225,MAYCLEAN,15826,664.0,2024,0,AMBIGU,False,AMBIGU
528030315,BGNJ,280801,27795.0,2017,0,AMBIGU,False,AMBIGU
602024416,SABLONS PRESSING,312800,7370.0,2016,0,PRESSING,False,PRESSING
833739006,LAVERIE ALLES,20638,4900.0,2018,0,LS_PURE,False,LS_PURE
819812850,RIO,33016,-3382.0,2021,0,AMBIGU,False,AMBIGU
415190214,SOKLEEN,58374,-1587.0,2021,0,AMBIGU,True,LS_PROBABLE
879093797,LES MAISONS BLANCHES,29222,-7029.0,2022,0,AMBIGU,False,AMBIGU
509110599,DELTA CLEAN,175372,-9720.0,2024,0,AMBIGU,False,AMBIGU
419402730,PRESS CLEAN,101236,4265.0,2017,0,PRESSING,False,PRESSING
712058759,LE GRAND PAVOIS,55408,23683.0,2023,0,AMBIGU,False,AMBIGU
483035473,P & L PROMETHEE,11506,3178.0,2020,0,AMBIGU,False,AMBIGU
824057491,CELINE PRESSING,139132,15445.0,2024,0,PRESSING,False,PRESSING
839812302,I AM WINNER,42714,1334.0,2023,0,AMBIGU,False,AMBIGU
969201797,SA PRESSING 32,427075,-65922.0,2019,0,PRESSING,False,PRESSING
303476527,MAG-PRESS-LEMERCIER,85505,12016.0,2016,0,PRESSING,False,PRESSING
383923679,SARL EQUATEUR,50829,6517.0,2014,0,AMBIGU,False,AMBIGU
582033270,O NET PRESSING,85073,2174.0,2017,0,PRESSING,True,PRESSING
845236868,LAVERIES SPEED WASH,18160,839.0,2020,0,LS_PURE,True,LS_PURE
514662394,RETOUCHERIE PUTEAUX,11200,16396.0,2021,0,AMBIGU,False,AMBIGU
542110069,LAVRILUX,54511,-2724.0,2019,0,AMBIGU,False,AMBIGU
521509299,PRESSING SISSY,76973,13393.0,2025,0,PRESSING,False,PRESSING
789539079,MAJOR CLEAN,171837,1522.0,2016,0,AMBIGU,False,AMBIGU
801277252,2S ARH,28424,-2631.0,2019,0,AMBIGU,False,AMBIGU
794890079,LE PRESSING,101894,9854.0,2024,0,PRESSING,False,PRESSING
498450477,AQUA NETTOYAGE,56366,9654.0,2023,0,PRESSING,False,PRESSING
851029066,CHELLES LAVERIE,47298,-16453.0,2023,0,LS_PURE,False,LS_PURE
538762246,AHAVA ELLA,63598,-1085.0,2024,0,AMBIGU,True,LS_PROBABLE
791020761,EP ESPACE PRESSING,19651,-2311.0,2015,0,PRESSING,False,PRESSING
812961282,G.N LAVCLAIRE,126587,32401.0,2022,0,AMBIGU,False,AMBIGU
851147561,PRESSING CELINE,35486,-53273.0,2021,0,PRESSING,False,PRESSING
513488700,LAVERIE DU CENTRE,32260,1003.0,2021,0,LS_PURE,False,LS_PURE
542026679,PRESSING LAUMIERE,429646,15619.0,2018,0,PRESSING,False,PRESSING
833519820,PRESSING FELIX FAURE,140547,22146.0,2022,0,PRESSING,False,PRESSING
682013719,SOC LESUEUR PRESSING,30528,199.0,2016,0,PRESSING,False,PRESSING
384589628,ORGANIS,86745,20628.0,2015,0,AMBIGU,True,LS_PROBABLE
791705189,PRESSING EXPRESS,99570,1975.0,2024,0,PRESSING,False,PRESSING
413174376,PRESSINF 2 M,64680,-3717.0,2020,0,PRESSING,False,PRESSING
820097582,LY PRESSING,64028,1198.0,2024,0,PRESSING,False,PRESSING
429360654,MASTER COLOR,139912,28364.0,2018,0,AMBIGU,False,AMBIGU
483340212,SARL LAVNET,190634,2892.0,2019,0,LS_PURE,True,LS_PURE
890506108,PRESSING TCHIC,110857,-24369.0,2024,0,PRESSING,False,PRESSING
524200425,LM LAVAGE,36720,4485.0,2024,0,LS_PURE,False,LS_PURE
411179690,PRESSING ECOLOGIQUE DU VILLAGE,62010,5921.0,2022,0,PRESSING,False,PRESSING
537415317,PRESSING AIGLE ROYAL,128012,5050.0,2015,0,PRESSING,False,PRESSING
812651214,BAWT,57499,-11210.0,2022,0,AMBIGU,False,AMBIGU
800456576,PRESSING POINCARE,98023,11339.0,2024,0,PRESSING,False,PRESSING
800894941,K10,128900,14212.0,2021,0,AMBIGU,False,AMBIGU
834393837,ZEK LAV,3683,-17946.0,2024,0,AMBIGU,False,AMBIGU
329402390,LAVERIE DE LA BASTILLE,100304,100741.0,2023,0,LS_PURE,True,LS_PURE
810968453,PRESSING CARPEAUX,62194,9261.0,2022,0,PRESSING,False,PRESSING
442857546,KMW INVESTISSEMENT,8333,-9224.0,2024,0,AMBIGU,False,AMBIGU
