siren,nom,annee,chiffre_affaires,resultat,marge_brute,excedent_brut_exploitation,resultat_exploitation,marge_nette,taux_marge_EBITDA,taux_marge_operationnelle,dettes_financieres,tresorerie,capacite_autofinancement,valeur_ajoutee,salaires_charges_sociales,BFR,ratio_endettement,autonomie_financiere,rentabilite_economique,rentabilite_fonds_propres,effectif
827514993,PARIS LAVAGE ENTREPRISE,2021,41270,20706,54062,21386,20706,50.2,51.8,50.2,,2986,21386,8161,,-22544,-0.1,54.3,41,75.6,
827514993,PARIS LAVAGE ENTREPRISE,2020,30180,809,30180,5515,963,2.7,18.3,3.2,,2668,5361,-383,,-33216,-0.4,16.3,2,12.1,
827514993,PARIS LAVAGE ENTREPRISE,2019,41302,-2455,41302,9746,-2221,-5.9,23.6,-5.4,14743,6974,9512,9822,,-28140,1.3,11.4,-4.8,-41.9,
532562717,FAST-LAV,2023,124185,6365,123464,8205,6864,5.1,6.6,5.5,,29292,7705,29397,17959,-68786,-1.5,22.4,7.1,31.7,
532562717,FAST-LAV,2022,99631,812,0,0,0,,,,,0,0,0,0,0,,,,,
532562717,FAST-LAV,2021,58885,1512,0,0,0,,,,,0,0,0,0,0,,,,,
532562717,FAST-LAV,2020,50346,-4391,0,0,0,,,,,0,0,0,0,0,,,,,
532562717,FAST-LAV,2019,66530,1659,0,0,0,,,,,0,0,0,0,0,,,,,
532562717,FAST-LAV,2018,59570,475,0,0,0,,,,,0,0,0,0,0,,,,,
532562717,FAST-LAV,2017,55599,4601,0,0,0,,,,,0,0,0,0,0,,,,,
532562717,FAST-LAV,2016,50136,3971,0,0,0,,,,,0,0,0,0,0,,,,,
532562717,FAST-LAV,2015,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,
532562717,FAST-LAV,2014,0,0,0,0,0,,,,,0,0,0,0,0,,,,,
833739006,LAVERIE ALLES,2018,20638,4900,20638,6681,5765,23.7,32.4,27.9,,5048,5817,6987,,-28732,-0.9,14.8,13.4,90.7,
415190214,SOKLEEN,2021,58374,-1587,56122,8636,-1465,-2.7,14.8,-2.5,,11052,8515,20884,9933,-6674,-0.5,67.3,-5,-7.4,
415190214,SOKLEEN,2020,52769,-14261,0,0,0,,,,,0,0,0,0,0,,,,,
415190214,SOKLEEN,2019,60498,1443,58198,12798,2185,2.4,21.2,3.6,,5516,12057,19126,4295,-5493,-0.1,77.7,3,3.9,
415190214,SOKLEEN,2018,59817,6282,58366,15310,7269,10.5,25.6,12.2,4227,13021,14324,19059,1710,-20828,-0.2,51.5,9,17.5,
415190214,SOKLEEN,2017,57925,11182,57006,18070,13175,19.3,31.2,22.7,,16110,16077,21435,1446,-19381,-0.5,55.6,21,37.7,
415190214,SOKLEEN,2016,56005,4356,0,0,0,,,,,0,0,0,0,0,,,,,
415190214,SOKLEEN,2015,0,0,0,0,0,,,,,0,0,0,0,0,,,,,
845236868,LAVERIES SPEED WASH,2020,18160,839,18160,10959,1369,4.6,60.3,7.5,49330,13163,10429,11274,315,1622,-58.7,-1.1,1.4,-136.2,
845236868,LAVERIES SPEED WASH,2019,13138,-2455,0,0,0,,,,0,0,0,0,0,0,,,,,
851029066,CHELLES LAVERIE,2023,47298,-16453,,,,,,,,,,,,,,,,,
851029066,CHELLES LAVERIE,2022,45934,-4463,48182,-3605,-4463,-9.7,-7.8,-9.7,7016,825,-3605,14326,20178,14180,0.4,57.2,-15.1,-26.3,
851029066,CHELLES LAVERIE,2021,26542,63585,41904,-15931,-16731,239.6,-60,-63,5016,473,64385,-14434,16839,16137,0.2,56.1,166.3,296.7,
851029066,CHELLES LAVERIE,2020,4212,-34047,4211,-34047,-34047,-808.3,-808.3,-808.3,75586,2006,-34047,-18536,15305,29376,-1.7,-107.7,-87,80.8,
851029066,CHELLES LAVERIE,2019,0,-14102,0,-14086,-14086,,,,15016,7543,-14102,-14086,0,-2683,-0.9,-46.8,-81.4,174.1,
538762246,AHAVA ELLA,2024,63598,-1085,63117,13455,11680,-1.7,21.2,18.4,,6308,690,15079,,-81907,0.1,-158.4,-3.1,2,
538762246,AHAVA ELLA,2023,0,0,0,0,0,,,,,0,0,0,,0,,,,,
538762246,AHAVA ELLA,2022,37025,1732,36765,1880,1880,4.7,5.1,5.1,,4885,1732,3390,,-85682,0.1,-174.7,4.7,-2.7,
538762246,AHAVA ELLA,2021,30342,1837,30342,5574,2122,6.1,18.4,7,,1066,5289,7152,,-76446,0,-278.5,7.8,-2.8,
538762246,AHAVA ELLA,2020,33682,11433,0,0,0,,,,,0,0,0,,0,,,,,
538762246,AHAVA ELLA,2019,32456,3058,32456,7846,3336,9.4,24.2,10.3,,1545,7567,8674,,-93953,0,-303,11.7,-3.9,
538762246,AHAVA ELLA,2018,34449,909,34449,5219,1347,2.6,15.1,3.9,,760,4781,6021,,-96485,0,-332.1,3.7,-1.1,1
538762246,AHAVA ELLA,2017,32799,524,32799,5067,1166,1.6,15.4,3.6,,255,4425,6836,,2081,0,-419.2,2.6,-0.6,1
538762246,AHAVA ELLA,2016,36429,-688,,,,,,,,,,,,,,,,,
538762246,AHAVA ELLA,2015,27976,-14349,28394,-9657,-13516,-51.3,-34.5,-48.3,3386,34,-10490,-7454,,-104053,0,-280.8,-48.6,17.3,
513488700,LAVERIE DU CENTRE,2021,32260,1003,31524,1004,1003,3.1,3.1,3.1,,11801,1003,5603,3880,-2296,-1.2,71.7,7.6,10.6,1
513488700,LAVERIE DU CENTRE,2020,29223,-2215,0,0,0,,,,,0,0,0,0,0,,,,,0
513488700,LAVERIE DU CENTRE,2019,37769,-216,38067,690,690,-0.6,1.8,1.8,235,9892,-216,5374,3704,1058,-0.9,74.5,-1.5,-2,1
513488700,LAVERIE DU CENTRE,2018,44411,9727,0,0,0,,,,,0,0,0,0,0,,,,,0
513488700,LAVERIE DU CENTRE,2017,45641,8427,0,0,0,,,,,0,0,0,0,0,,,,,
513488700,LAVERIE DU CENTRE,2016,40259,5088,35721,5302,5082,12.6,13.2,12.6,,14619,5308,9782,3706,-20523,3,-28.1,29.8,-106.1,
513488700,LAVERIE DU CENTRE,2015,0,0,0,0,0,,,,,0,0,0,0,0,,,,,
384589628,ORGANIS,2015,86745,20628,83972,25697,23840,23.8,29.6,27.5,3929,158315,22485,29802,3984,-5253,-0.6,96,8,8.3,1
384589628,ORGANIS,2014,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,0
483340212,SARL LAVNET,2019,190634,2892,190350,18322,3893,1.5,9.6,2,30228,42605,17317,39559,18241,-156440,-0.1,33.5,0.9,2.6,
483340212,SARL LAVNET,2017,180833,1292,180833,7491,1506,0.7,4.1,0.8,28380,39756,7273,22240,12034,-155385,-0.1,31.5,0.4,1.2,1
483340212,SARL LAVNET,2016,175821,6200,171232,11895,7294,3.5,6.8,4.1,,46742,10799,14651,,-165025,-0.5,36.2,2.2,6,
524200425,LM LAVAGE,2024,36720,4485,,,,,,,,,,,,,,,,,
524200425,LM LAVAGE,2023,36905,-5957,36905,-5833,-5957,-16.1,-15.8,-16.1,,6024,-5833,5530,10612,-1951,-1.2,71.7,-86.3,-120.4,
524200425,LM LAVAGE,2022,32810,1584,32810,1928,1584,4.8,5.9,4.8,,11216,1928,9127,7115,-1311,-1,81.7,11.9,14.5,
524200425,LM LAVAGE,2021,32705,-707,32715,-343,-707,-2.2,-1,-2.2,,11350,-343,6966,6994,-3004,-1.2,74.6,-5.7,-7.6,
524200425,LM LAVAGE,2020,32020,-2865,32020,-3292,-2865,-8.9,-10.3,-8.9,,10146,-2192,3967,6852,-1456,-1,80.9,-23.1,-28.6,
524200425,LM LAVAGE,2019,32730,-5452,32730,-4639,-5452,-16.7,-14.2,-16.7,,11777,-4639,4455,8707,-985,-0.9,87.2,-36.9,-42.3,
524200425,LM LAVAGE,2018,32510,-2730,32379,-1097,-2029,-8.4,-3.4,-6.2,,16527,-1798,2372,3119,-908,-0.9,91.2,-13.6,-14.9,
524200425,LM LAVAGE,2017,36075,6815,34134,7972,6815,18.9,22.1,18.9,,17101,7972,8371,,407,-0.8,98.2,31.7,32.3,
524200425,LM LAVAGE,2016,33805,3841,31664,5215,3841,11.4,15.4,11.4,,14290,5215,5619,,-3554,-1,76.8,20.7,26.9,
329402390,LAVERIE DE LA BASTILLE,2023,100304,100741,100475,23579,23082,100.4,23.5,23,3551,85664,101238,27927,4106,56872,-0.5,75,50.3,67.1,
329402390,LAVERIE DE LA BASTILLE,2022,87948,1935,0,0,0,,,,0,0,0,0,0,0,,,,,
329402390,LAVERIE DE LA BASTILLE,2021,74521,-2807,75693,-2556,-2807,-3.8,-3.4,-3.8,6551,52900,-225,14762,14775,-28192,-1,56.3,-3.3,-5.9,
329402390,LAVERIE DE LA BASTILLE,2020,109656,-344,108362,9162,-310,-0.3,8.4,-0.3,8551,55826,9128,45050,34665,-26250,-0.9,57.6,-0.4,-0.7,
329402390,LAVERIE DE LA BASTILLE,2019,133889,6154,132771,19549,7202,4.6,14.6,5.4,8659,50759,19251,67561,41543,-30203,-0.8,55.3,6.7,12.1,
329402390,LAVERIE DE LA BASTILLE,2018,130858,7739,129020,22138,9041,5.9,16.9,6.9,21659,31928,20836,64136,37261,-17624,-0.2,50.6,8.8,17.4,
329402390,LAVERIE DE LA BASTILLE,2017,132134,7659,129758,20215,8906,5.8,15.3,6.7,23659,25573,18968,70159,47977,-30058,-0.1,38.4,8,20.8,
329402390,LAVERIE DE LA BASTILLE,2016,127816,1697,125339,16566,1875,1.3,13,1.5,41735,4237,16388,56594,37939,-9615,1.3,34.4,2,5.8,
329402390,LAVERIE DE LA BASTILLE,2015,123711,734,121314,9597,760,0.6,7.8,0.6,23681,7245,9571,54071,42378,-20786,0.6,36,1,2.7,
