siren,nom_orig,nom_pappers,objet_social,code_naf,libelle_naf,forme_juridique,date_creation,entreprise_cessee,date_cessation,adresse_ligne_1,complement_adresse,code_postal,ville,latitude,longitude,enseigne,nom_commercial,siret_siege,nb_etablissements_actifs,nb_etablissements_total,procedure_collective_en_cours,derniere_procedure_type,classification_finale,source_classification
439946039,SARL AVYAS,SARL AVYAS,"Dépôt de laverie, teinturerie, achat-vente de lingerie drap rideau chaussures et bazar en ambulant",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2001-11-15,False,,69 RUE JEAN LONGUET,,92290,CHATENAY-MALABRY,48.76712999980186,2.280168000002976,LAV'PRESS,LAV'PRESS,43994603900013,2,2,False,,LS_PURE_NEW,A4_reclass
520691825,PERSHING SERVICES,PERSHING SERVICES,Teinturerie blanchisserie pressing nettoyage à sec,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2010-03-02,False,,1 BOULEVARD PERSHING,,75017,PARIS,48.88153999980184,2.285362000002962,,,52069182500027,1,2,False,,PRESSING,A4_reclass
830797189,CLEAN CORNER,CLEAN CORNER,"Teinturerie, blanchisserie, laverie, retoucherie, vente.",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",2017-07-05,False,,16 RUE MANDAR,,75002,PARIS,48.86580499980185,2.3450580000027124,,,83079718900016,1,1,False,,MIXTE,A4_reclass
321776585,DICKY,DICKY,"Laverie libre service, commissionnaire de prêt à porter, achat, vente de prêt à porter. La réalisation de toutes opérations industrielles, commerciales et financières mobilières ou immobilières pouvant se rattacher directement ou indirectement à l'objet social.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1981-05-12,False,,12 RUE POISSONNIERE,,75002,PARIS,48.86900899980183,2.3478320000027004,PARADISE,,32177658500051,1,2,False,,LS_PURE_NEW,A4_reclass
348959552,IMOBEL,IMOBEL,"TRAVAUX DE NETTOYAGE A SEC, PRESSING AUTOMATIQUE, TEINTURERIE, BLANCHISSERIE, REPASSAGE VETEMENTS EN TEXTILE, CUIR, PEAUX ET TISSUS",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1988-12-14,False,,100 RUE DE TURENNE,,75003,PARIS,48.86247199980183,2.364748000002631,BLANCHE MONTAGNE,BLANCHE MONTAGNE,34895955200046,1,3,False,,PRESSING,A4_reclass
812177053,SOCIETE MEILIN,SOCIETE MEILIN,"Blanchisserie automatique, teinturerie au détail, pressing.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2015-07-01,False,,22 RUE VILLENEUVE,,92110,CLICHY,48.90401999980185,2.3071250000028716,PRESSING-LAVERIE,,81217705300012,1,1,False,,PRESSING,A4_reclass
810503789,HAIDER ET PETIT FILS,HAIDER ET PETIT FILS,"Centre de nettoyage et de lavage de tous vetements textiles, ameublements et assimilés, tapis, vetements cuirs et peaux, toutes activités annexes",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2015-03-16,False,,2 ALLEE PERRONET,,92320,CHATILLON,48.80793099980184,2.296322000002912,MINI CLEAN PRESSING II,MINI CLEAN PRESSING II,81050378900010,1,1,False,,PRESSING,A4_reclass
510445448,NORAYOUSSEF,NORAYOUSSEF,"Teinturerie, pressing, blanchisserie, retouches, et à titre accessoire : la vente de collant et connexes.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2009-02-10,False,,77 AVENUE JEAN JAURES,,92120,MONTROUGE,48.81583099980183,2.3109060000028516,NET PRESSING,NORAYOUSSEF,51044544800036,1,3,False,,PRESSING,A4_reclass
308396100,POUYANNE LE MEDECIN DE LA ROBE,POUYANNE LE MEDECIN DE LA ROBE,"La teinturerie, le nettoyage, la blanchisserie, le stoppage, le remaillage et la rénovation de vêtements. La création, l'exploitation, la reprise et la prise en gérance de toute entreprise de textile",96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",1976-01-01,False,,18 QUAI CARNOT,18-19,92210,SAINT CLOUD,0,0,,,30839610000064,3,6,True,Liquidation judiciaire,PRESSING,A4_reclass
887716553,ABDEYOU,ABDEYOU,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2020-06-04,False,,5 RUE FREDERIC LOLIEE,,75020,PARIS,48.849544999801836,2.406090000002459,,,88771655300011,1,1,False,,LS_PURE_NEW,A4_reclass
452394661,LA MAIN D OR,LA MAIN D OR,DEPOT DE PRESSING,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2004-01-22,False,,11 RUE DE LISBONNE,,75008,PARIS,48.87768199980185,2.3157990000028343,,,45239466100014,1,1,False,,PRESSING,A4_reclass
438659070,CHRONO CLEAN,CHRONO CLEAN,LAVERIE BLANCHISSERIE PRESSING,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2001-07-24,False,,11 RUE DU BOUQUET DE LONGCHAMP,,75016,PARIS,48.86568599980185,2.290541000002939,,,43865907000017,2,10,False,,MIXTE,A4_reclass
495381550,BARBES-SEC,BARBES-SEC,"Blanchisserie, laverie, pressing en libre service.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2007-05-05,False,,53 RUE DE LA GOUTTE D'OR,,75018,PARIS,48.88500499980182,2.3513200000026875,,,49538155000013,1,1,False,,MIXTE,A4_reclass
878922863,JEPARIS,JEPARIS,PRESSING ECOLOGIQUE RETOUCHERIE COUTURE,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",2019-11-14,False,,BOULEVARD FRANCOIS-VINCENT RASPAIL,CENTRE COMMERCIAL NANTERRE BALZAC,92000,NANTERRE,48.89726499980185,2.2063930000032896,,JEPARIS,87892286300013,0,1,False,,PRESSING,A4_reclass
300985397,SOLAPRES,SOLAPRES,"TOUTE ACTIVITE DE LAVERIE, PRESSING, NETTOYAGE, TEINTURIE",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1964-01-01,False,,2 RUE GIRODET,,75016,PARIS,48.84831999980183,2.264112000003046,,,30098539700011,1,2,False,,MIXTE,A4_reclass
513270108,HARMONY,HARMONY,"Teinturerie, pressing, blanchisserie, laverie",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2009-05-15,False,,47 RUE DE VOUILLE,,75015,PARIS,48.83395399980184,2.308464000002863,HARMONY,HARMONY,51327010800014,1,1,False,,MIXTE,A4_reclass
879650588,DELTA SERVICES,DELTA SERVICES,"Nettoyage, blanchisserie.",96.01B,Blanchisserie-teinturerie de détail,"EURL, entreprise unipersonnelle à responsabilité limitée",2019-11-25,False,,8 RUE DE LA POINTE,,93130,NOISY-LE-SEC,48.89365899612848,2.4392529530570912,,,87965058800053,1,4,True,Liquidation judiciaire,PRESSING,A4_reclass
483659298,SARL MAYA,SARL MAYA,"PRESSING, TEINTURERIE, LAVERIE AUTOMATIQUE ET RETOUCHERIE",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2005-09-01,False,,113 RUE DU CHEMIN VERT,,75011,PARIS,48.861498999801825,2.382140000002558,,,48365929800010,0,1,False,,MIXTE,A4_reclass
502831555,YLEAN,YLEAN,"Blanchisserie, teinturerie de détail.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2008-02-20,False,,58 AVENUE PIERRE LAROUSSE,,92240,MALAKOFF,48.82154699980184,2.3042430000028795,STOP PRESSING,,50283155500011,0,1,False,,PRESSING,A4_reclass
411442353,FIRST CLEAN INTERNATIONAL,FIRST CLEAN INTERNATIONAL,BLANCHISSERIE TEINTURERIE RAMASSAGE LIVRAISON STOPPAGE REMAILLAGE REPARATION RETOUCHES DE VETEMENTS,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1997-04-18,False,,13 RUE THEOPHILE GAUTIER,,92120,MONTROUGE,48.818475999801834,2.324198000002796,FIRST CLEAN,FIRST CLEAN,41144235300016,0,1,False,,PRESSING,A4_reclass
351232491,ADYM,ADYM,"ACQUISITION, EXPLOITATION DE TOUS FONDS DE COMMERCE OU D'INDUSTRIES DE TEINTURERIE BLANCHISSERIE, ENTRETIEN DE TOUS VETEMENTS, TEXTILES, REVETEMENTS, AINSI QUE LE COMMERCE DES ACCESSOIRES DE NETTOYAGE ET D'HABILLEMENT.",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",1989-03-30,False,,9 RUE DU CHAMP DE MARS,,75007,PARIS,48.85640795612085,2.305964965480473,,LA TEINTURERIE,35123249100024,1,2,False,,PRESSING,A4_reclass
444196968,AP SERVICE,AP SERVICE,Blanchisserie-teinturerie de détail,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2002-10-21,False,,83 RUE PELLEPORT,83-85,75020,PARIS,48.869226999801846,2.400371000002483,PRESS 120,AP SERVICE,44419696800051,1,5,False,,PRESSING,A4_reclass
502322373,FEDHINET,FEDHINET,"Teinturerie, blanchisserie, pressing, nettoyage à domicile",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2008-01-08,False,,51 RUE AUGUSTE BLANQUI,,94600,CHOISY-LE-ROI,48.76527599980183,2.4059890000024557,,,50232237300015,2,2,False,,PRESSING,A4_reclass
794718569,EPICES ET A,EPICES ET A,Laverie automatique et location de casiers à ski.,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",2013-09-08,False,,RES LES ARANDELIERES,LES ARCS 1800 PL BASSE VILLARDS,73700,BOURG-SAINT-MAURICE,0,0,,,79471856900021,3,4,False,,LS_PURE_NEW,A4_reclass
837535012,LATOUR 66,LATOUR 66,Dépôt pressing; prestation de services aux entreprises et aux particuliers et sous Traitance en tous genres liés à la Retoucherie et au pressing; négoce de prêt à porter et de produits en tous genres non réglementés.,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",2017-11-24,False,,66 RUE DE LA TOUR,,75016,PARIS,48.86052599980182,2.28065200000298,,,83753501200012,1,1,False,,PRESSING,A4_reclass
800808578,VLG NET,VLG NET,Pressing,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2014-04-01,False,,20 RUE DE LA BONGARDE,CENTRE COMMERCIAL QWARTZ,92390,VILLENEUVE-LA-GARENNE,48.924671999801845,2.3273390000027887,,,80080857800010,1,1,False,,PRESSING,A4_reclass
793617614,BOULLE,BOULLE,"Prêt-à-porter, dépôt, pressing, retouches.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2013-05-13,False,,13 RUE BOULLE,,75011,PARIS,48.85685899980182,2.3728670000025964,,,79361761400011,2,2,False,,PRESSING,A4_reclass
750582876,AMETIS,AMETIS,"Pressing, blanchisserie.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2012-01-20,False,,30 BOULEVARD BEAUMARCHAIS,,75011,PARIS,48.85610299980184,2.3686910000026153,,,75058287600017,1,1,False,Liquidation judiciaire,PRESSING,A4_reclass
397786047,LAGOA,LAGOA,LAVERIE PRESSING TEINTURERIE LIBRE SERVICE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1994-06-27,False,,25 RUE GRAMME,,75015,PARIS,48.84475899980184,2.2967980000029113,,LAGOA,39778604700019,2,2,False,,MIXTE,A4_reclass
512246042,NAKAR PROPRETE,NAKAR PROPRETE,"Pressing, teinturerie",96.01B,Blanchisserie-teinturerie de détail,"EURL, entreprise unipersonnelle à responsabilité limitée",2009-04-24,False,,123 RUE LAMARCK,,75018,PARIS,48.890964999801824,2.330514000002775,,,51224604200026,1,2,False,,PRESSING,A4_reclass
389219916,LA PAIX DISTRIBUTION,LA PAIX DISTRIBUTION,"EXPLOITATION, VENTE, ACHAT, LOCATION-GERANCE DE TOUTES ACTIVITESLIEES A LA DISTRIBUTION DE TOUS PRODUITS ALIMENTAIRES OU NON, ACTIVITE DE LAVERIE-PRESSING",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1992-10-26,False,,261 RUE DES PYRENEES,,75020,PARIS,48.86693499980184,2.396721000002498,,,38921991600035,1,3,False,,MIXTE,A4_reclass
840494348,HUAN BI,HUAN BI,"Pressing, retoucherie et accessoires s'y rapportant",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2018-06-18,False,,13 RUE DE CASTELLANE,,75008,PARIS,48.87233699980183,2.3247310000027976,,HUAN MEI,84049434800013,1,1,False,,PRESSING,A4_reclass
511233017,A.N.T,A.N.T,Blanchisserie-teinturerie de détail,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2009-03-12,False,,62 CHAUSSEE JULES CESAR,,95310,SAINT-OUEN-L'AUMONE,49.03650699980182,2.1145920000036793,,,51123301700058,4,5,False,,PRESSING,A4_reclass
444227771,SARL SARAY,SARL SARAY,"Blanchisserie, laverie, nettoyage a sec, pressing teinturerie, retouche de tous vêtements et textiles tissus",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2002-12-02,False,,51 RUE OBERKAMPF,,75011,PARIS,48.864640999801836,2.372135000002601,WECLEAN,CLEAN CITY,44422777100011,0,1,False,,MIXTE,A4_reclass
319762662,SARL SELSA SERVICE,SARL SELSA SERVICE,"Dépôt de pressing sans machines, retouches",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1980-08-05,False,,5 RUE MOUTON-DUVERNET,,75014,PARIS,48.83148299980184,2.329222000002777,,,31976266200082,2,8,False,,PRESSING,A4_reclass
444699284,S.A.R.L. AURELIE,S.A.R.L. AURELIE,Laverie automatique dépot de linges.,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2003-01-31,False,,1 AVENUE DU GENERAL GALLIENI,Bâtiment A,92000,NANTERRE,48.89621499980182,2.1968740000033296,,S.A.R.L. AURELIE,44469928400014,0,1,False,,LS_PURE_NEW,A4_reclass
552138190,AUTOLAVLINGE,AUTOLAVLINGE,EXPLOITATION DE TOUS COMMERCES ET INDUSTRIES ET SPECIALEMENT DE TEINTURERIES ET BLANCHISSERIES AUTOMATIQUES,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",1900-01-01,False,,19 RUE D'AUTEUIL,,75016,PARIS,48.847410999801845,2.2670080000030346,,,55213819000038,1,3,False,,PRESSING,A4_reclass
309446904,PIBERGIL,PIBERGIL,"TEINTURERIE, PRESSING, LAVERIE, BLANCHISSERIE EN LIBRE SERVICE DEPOT OU TRADITIONNEL AINSI QUE TOUS OBJETS CONNEXES",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1977-01-01,False,,70 BOULEVARD AUGUSTE BLANQUI,,75013,PARIS,48.83031799980184,2.347746000002699,,,30944690400018,1,1,False,,MIXTE,A4_reclass
834160269,MA,MA,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",2017-12-15,False,,37 BOULEVARD DE BRANDEBOURG,,94200,IVRY-SUR-SEINE,48.814470999801856,2.396657000002496,,,83416026900017,3,4,False,,LS_PURE_NEW,A4_reclass
519850085,SAMET,SAMET,"Pressing, nettoyage à sec ou lavage écologique, repassage, détachage, livraison à domicile et ce destinés tant aux particuliers qu'aux professionnels.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2010-01-08,False,,23 RUE CARNOT,,92300,LEVALLOIS-PERRET,48.88981399980186,2.2883760000029483,,,51985008500019,0,2,False,,PRESSING,A4_reclass
435405600,F.M,F.M,Blanchisserie-teinturerie de détail,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2001-04-02,False,,45 RUE CLISSON,,75013,PARIS,48.83155799980186,2.366784000002622,MODESTE PRESSING,MODESTE PRESSING,43540560000014,0,1,False,,PRESSING,A4_reclass
808646772,S.N.R. PRO,S.N.R. PRO,"Teinturerie, blanchisserie, pressing, réparation et entretien de vêtements ainsi que toutes activités s'y rapportant et notamment le commerce de bas fils, boutons, produits nettoyants et autres.",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",2014-12-22,False,,15 RUE DUPHOT,,75001,PARIS,48.86831899980184,2.3255020000027935,,,80864677200018,6,6,True,Liquidation judiciaire,PRESSING,A4_reclass
503135527,FEI DA,FEI DA,"Laverie, pressing, teinturerie, blancherie, location de matériel de nettoyage, retouche.",96.01B,Blanchisserie-teinturerie de détail,"EURL, entreprise unipersonnelle à responsabilité limitée",2008-03-01,False,,64 RUE GUY MOQUET,,75017,PARIS,48.89263199980182,2.3261540000027927,,,50313552700011,1,1,False,,MIXTE,A4_reclass
753023829,SOFIA,SOFIA,"Pressing, commerce de laverie,  nettoyage à sec de textiles, teinturerie de détail, blanchisserie, retoucherie .",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2012-07-25,False,,10 GRANDE PLACE,,92350,LE PLESSIS-ROBINSON,0,0,SOFIA,Sofia,75302382900017,1,1,False,,MIXTE,A4_reclass
832104855,MATHIAS,MATHIAS,ACHAT VENTE RETOUCHERIE PRESSING TOUS PRODUITS VESTIMENTAIRES,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2017-09-11,False,,18 RUE ETIENNE DOLET,,92150,SURESNES,48.86873999980183,2.2263810000032045,RETOUCHERIE SURESNES,RETOUCHERIE SURESNES,83210485500016,1,1,False,,PRESSING,A4_reclass
482142536,SAGIKA.NET,SAGIKA.NET,Blanchisserie,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2005-05-02,False,,49 AVENUE JEAN MOULIN,,92390,VILLENEUVE-LA-GARENNE,48.94028999980182,2.3295640000027813,,,48214253600010,1,1,False,,PRESSING,A4_reclass
799791587,RETOUCHE DE VAUGIRARD,RETOUCHE DE VAUGIRARD,"Retouche de tous vêtements, achat et vente de prêt à porter.",96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",2014-01-02,False,,3 RUE DES FAVORITES,,75015,PARIS,48.83969099980186,2.302833000002887,,,79979158700014,1,1,False,,AUTRE,A4_reclass
530682574,LAVERIK 2,LAVERIK 2,Laverie libre service,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2011-02-15,False,,13 AVENUE SAINT-EXUPERY,,92320,CHATILLON,48.80829699980186,2.2981910000029036,,,53068257400013,1,1,False,,LS_PURE_NEW,A4_reclass
437625924,EURL SOK,EURL SOK,Activité de laverie libre service tant en france qu'a l'etranger et généralement toutes opérations s'y rattachant directement ou indirectement,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2001-01-10,False,,8 RUE MATHIS,,75019,PARIS,48.890768999801814,2.3760360000025855,,,43762592400018,1,1,False,,LS_PURE_NEW,A4_reclass
437879893,NASSAR SARL,NASSAR SARL,"LA CREATION, L'ACQUISITION, LA PROPRIETE, L'EXPLOITATION SOUS TOUTES SES FORMES, LA VENTE, LA PRISE ET MISE EN GERANCE, LA PRISEA BAIL DE TOUS COMMERCES DE LAVERIE, NETTOYAGE A SEC EN LIBRE SERVICE OU NON, AINSI QUE TOUS COMMERCES Y AFFERENTS",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2001-04-01,False,,70 RUE RODIER,,75009,PARIS,48.881144999801826,2.3443540000027174,PRESSING RODIER,,43787989300018,1,1,False,,MIXTE,A4_reclass
811903384,HANGOVER,HANGOVER,"Pressing, blanchisserie, teinturerie de détail, retouche.",96.01B,Blanchisserie-teinturerie de détail,"EURL, entreprise unipersonnelle à responsabilité limitée",2015-07-01,False,,47 RUE CUSTINE,,75018,PARIS,48.889356999801834,2.3441440000027183,,PRESSING,81190338400014,1,1,False,,PRESSING,A4_reclass
390979326,SOAPOPERA,SOAPOPERA,Laverie automatiques avec télévision toutes opérations de toute nature s'y rattachant directement ou indirectement,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1993-03-23,False,,18 RUE DU CHATEAU,,92250,LA GARENNE-COLOMBES,48.905864999801835,2.253385000003095,,SOAPOPERA,39097932600043,3,6,False,,LS_PURE_NEW,A4_reclass
821345337,ARM - NET,ARM - NET,"Pressing, blanchisserie, repassage, transformation et retoucherie de tous types de vêtements",96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",2016-07-05,False,,1956 AVENUE ROGER SALENGRO,,92370,CHAVILLE,48.80604896219278,2.184466956538076,,ARMNET PRESSING,82134533700017,1,1,False,,PRESSING,A4_reclass
452474497,EROL,EROL,"Pressing, nettoyage a sec, retouche, repassage, cordonnerie",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2004-01-01,False,,4 BOULEVARD GARIBALDI,,75015,PARIS,48.84746099980186,2.3024150000028882,,,45247449700016,1,1,False,,PRESSING,A4_reclass
490269305,LAVECO,LAVECO,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2006-05-11,False,,119 AVENUE DE CHOISY,,75013,PARIS,48.825748999801846,2.360070000002649,,,49026930500028,1,2,False,,LS_PURE_NEW,A4_reclass
512340225,MAYCLEAN,MAYCLEAN,Blanchisserie-teinturerie de détail,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2009-04-21,False,,124 AVENUE HENRI GINOUX,,92120,MONTROUGE,48.81343499980183,2.319749000002814,,,51234022500022,1,2,False,,PRESSING,A4_reclass
528030315,BGNJ,BGNJ,BLANCHISSERIE  TEINTURERIE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2010-10-16,False,,9 RUE ERNEST DELOISON,,92200,NEUILLY-SUR-SEINE,48.87691899980186,2.2496560000031076,LE COMPTOIR DES BLANCHISSEURS,,52803031500063,2,7,False,,PRESSING,A4_reclass
819812850,RIO,RIO,Laverie automatique en libre servce,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",2016-04-08,False,,32 RUE ALBERT 1ER,,92600,ASNIERES-SUR-SEINE,48.91393599980184,2.281990000002977,,,81981285000017,2,2,False,,LS_PURE_NEW,A4_reclass
879093797,LES MAISONS BLANCHES,LES MAISONS BLANCHES,"Service de laverie, organisation de mariage",96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",2019-10-21,False,,49 RUE DE PRONY,,75017,PARIS,48.881986999801846,2.3047100000028804,,LES MAISONS BLANCHES,87909379700030,2,3,False,,LS_PURE_NEW,A4_reclass
509110599,DELTA CLEAN,DELTA CLEAN,Pressing teinturerie blanchisserie laverie,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2008-11-17,False,,139 RUE DE CHARONNE,,75011,PARIS,48.855253999801846,2.3875930000025356,,LA TEINTURERIE,50911059900016,1,1,False,,MIXTE,A4_reclass
712058759,LE GRAND PAVOIS,LE GRAND PAVOIS,PRESTATIONS DE SERVICES. LOCATION DE LOCAUX COMMERCIAUX. TEINTURERIE.,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",1971-03-22,False,,199 RUE DE LOURMEL,364 368 RUE LECOURBE,75015,PARIS,48.836888999801836,2.2811180000029756,LE GRAND PAVOIS,,71205875900028,1,1,False,,AUTRE,A4_reclass
483035473,P & L PROMETHEE,P & L PROMETHEE,Horlogerie bijouterie et cadeaux vente,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2005-08-01,False,,122 BOULEVARD MURAT,,75016,PARIS,48.83728499980183,2.2582930000030714,,,48303547300014,1,1,False,,AUTRE,A4_reclass
839812302,I AM WINNER,I AM WINNER,"Laverie assistée, relais colis.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2018-03-21,False,,3 LES BAS LONGCHAMPS,,92220,BAGNEUX,0,0,,I AM WINNER,83981230200017,1,1,False,,LS_PURE_NEW,A4_reclass
383923679,SARL EQUATEUR,SARL EQUATEUR,LAVERIE AUTOMATIQUE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1991-12-20,False,,16 RUE DE LA FOLIE-MERICOURT,16-18,75011,PARIS,48.86221099980184,2.374012000002592,,,38392367900013,2,2,False,,LS_PURE_NEW,A4_reclass
514662394,RETOUCHERIE PUTEAUX,RETOUCHERIE PUTEAUX,"Retouche, vente au détail,  pret a proter, et de bijoux  fantaisies",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2009-08-01,False,,85 BOULEVARD RICHARD WALLACE,,92800,PUTEAUX,48.882423999801844,2.2342800000031726,,,51466239400014,1,1,False,,AUTRE,A4_reclass
542110069,LAVRILUX,LAVRILUX,TEINTURERIE BLANCHISSERIE LAVERIE AUTOMATIQUE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",1954-01-01,False,,82 AVENUE GAMBETTA,,75020,PARIS,48.86937899980181,2.402532000002475,,,54211006900011,1,1,False,,MIXTE,A4_reclass
789539079,MAJOR CLEAN,MAJOR CLEAN,Pressing blanchisserie teinturerie dépôt relais de catalogue Vpc couture et Retoucherie,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",2012-11-23,False,,54 AVENUE PIERRE GRENIER,54 A 56,92100,BOULOGNE-BILLANCOURT,48.83256899980186,2.25355600000309,LEA PRESSING,,78953907900010,1,1,False,,PRESSING,A4_reclass
801277252,2S ARH,2S ARH,"Laverie automatique libre service, activité de conseil et de prestation de services sous-traitance installation se rapportant à la mise en place de laverie automatique et approvisionnement de marchandises s'y rapportant, franchisage nettoyage de tout type de surface.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2014-03-17,False,,8 PLACE RHIN ET DANUBE,,75019,PARIS,48.881830999801835,2.393167000002514,RS LAVERIE,I-WASH,80127725200020,1,2,False,,MIXTE,A4_reclass
812961282,G.N LAVCLAIRE,G.N LAVCLAIRE,"Laverie, pressing, nettoyage à sec, blanchisserie automatique",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2015-08-07,False,,21 RUE DE CONSTANTINOPLE,,75008,PARIS,48.88006599980186,2.319873000002818,,,81296128200025,1,2,False,,MIXTE,A4_reclass
429360654,MASTER COLOR,MASTER COLOR,"LA TRANSFORMATION, LA VENTE, L'ACHAT DE TOUS PRODUITS LIES DIRECTEMENT AU PRET A PORTER ET A LA MAROQUINERIE EN TOUS GENRES ; LATEINTURE SUR BOUTONS, GALONS, CORDONS, VENTE DE TOUS PRODUITS LIES DIRECTEMENT OU INDIRECTEMENT AU PRET A PORTER ; ACHAT, VENTEDE TOUS PRODUITS LIES DIRECTEMENT OU INDIRECTEMENT AU BATIMENT ; TOUS CORPS D'ETAT, CONSTRUCTION, DEMOLITION, DEBLAIEMENT, RENOVATION, CARRELAGE, PLOMBERIE, ELECTRICITE, ISOLATION, MACONNERIEET TOUT CE QUI CONCERNE LES METIERS DU BATIMENT",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2000-01-20,False,,83 RUE REAUMUR,,75002,PARIS,48.86695799980183,2.3481840000026994,MASTER RENOV,MASTER RENOV',42936065400025,0,2,False,,AUTRE,A4_reclass
812651214,BAWT,BAWT,"Pressing, nettoyages, repassage, retouche.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",2015-07-22,False,,44 BOULEVARD GARIBALDI,,75015,PARIS,48.84652699980183,2.3055740000028746,BD PRESSING,,81265121400023,1,2,False,,PRESSING,A4_reclass
